1. 
        city_name         | state_nm | origin_destination |                   unique_carrier_name                   | passengers 
 Denver, CO           | Colorado | DEN                | United Air Lines Inc.                  |     361
 Denver, CO           | Colorado | DEN                | United Air Lines Inc.                  |     190
 Denver, CO           | Colorado | DEN                | United Air Lines Inc.                  |    2929
 Denver, CO           | Colorado | DEN                | United Air Lines Inc.                  |    1156
 Denver, CO           | Colorado | DEN                | United Air Lines Inc.                  |      46
 Denver, CO           | Colorado | DEN                | United Air Lines Inc.                  |    1529
 Denver, CO           | Colorado | DEN                | United Air Lines Inc.                  |     324
 Denver, CO           | Colorado | DEN                | United Air Lines Inc.                  |     575
 Denver, CO           | Colorado | DEN                | United Air Lines Inc.                  |     837
 Denver, CO           | Colorado | DEN                | United Parcel Service                  | 1175210
 Denver, CO           | Colorado | DEN                | United Parcel Service                  |  856546
 Denver, CO           | Colorado | DEN                | United Parcel Service                  |  433940
 Denver, CO           | Colorado | DEN                | United Parcel Service                  |  173084
 Denver, CO           | Colorado | DEN                | United Parcel Service                  |  243523
 Denver, CO           | Colorado | DEN                | United Parcel Service                  |  552896
 Denver, CO           | Colorado | DEN                | United Parcel Service                  |   18239
 Denver, CO           | Colorado | DEN                | United Parcel Service                  |   25727
 Denver, CO           | Colorado | DEN                | United Parcel Service                  |   33216
 Denver, CO           | Colorado | DEN                | United Parcel Service                  |   32891
 Denver, CO           | Colorado | DEN                | United Parcel Service                  | 1946318
 Denver, CO           | Colorado | DEN                | United Parcel Service                  |  153735
 Pueblo, CO           | Colorado | PUB                | USA Jet Airlines Inc.                  |     270
(435 rows)

3.
          city_name           |         city_name         |                   unique_carrier_name                   | passengers 
------------------------------+---------------------------+---------------------------------------------------------+------------
 Williston, ND                | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |        121
 Dickinson, ND                | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |         35
 CONCORD, NC                  | Eagle, CO                 | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |          0
 St. Louis, MO                | Eagle, CO                 | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |         38
 Pierre, SD                   | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |       1858
 Scottsbluff, NE              | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |         20
 Seattle, WA                  | Colorado Springs, CO      | Alaska Airlines Inc.                                    |        156
 Seattle, WA                  | Denver, CO                | Alaska Airlines Inc.                                    |      12319
 Seattle, WA                  | Denver, CO                | Alaska Airlines Inc.                                    |       4029
 Seattle, WA                  | Denver, CO                | Alaska Airlines Inc.                                    |       4472
 Seattle, WA                  | Denver, CO                | Alaska Airlines Inc.                                    |       4770
 Phoenix, AZ                  | Colorado Springs, CO      | Allegiant Air                                           |       1299
 Cincinnati, OH               | Denver, CO                | Allegiant Air                                           |       1874
 Las Vegas, NV                | Grand Junction, CO        | Allegiant Air                                           |        858
 Las Vegas, NV                | Grand Junction, CO        | Allegiant Air                                           |        151
 Las Vegas, NV                | Colorado Springs, CO      | Allegiant Air                                           |          0
 Las Vegas, NV                | Colorado Springs, CO      | Allegiant Air                                           |       1272
 Los Angeles, CA              | Grand Junction, CO        | Allegiant Air                                           |       1184
 Philadelphia, PA             | Denver, CO                | American Airlines Inc.                                  |        267
 Los Angeles, CA              | Denver, CO                | American Airlines Inc.                                  |        322
 Charlotte, NC                | Denver, CO                | American Airlines Inc.                                  |      30654
 Phoenix, AZ                  | Denver, CO                | American Airlines Inc.                                  |       8619
 Los Angeles, CA              | Denver, CO                | American Airlines Inc.                                  |       4196
 Miami, FL                    | Denver, CO                | American Airlines Inc.                                  |       4330
 Phoenix, AZ                  | Denver, CO                | American Airlines Inc.                                  |       3296
 Dallas/Fort Worth, TX        | Eagle, CO                 | American Airlines Inc.                                  |       3286
 San Francisco, CA            | Denver, CO                | American Airlines Inc.                                  |        150
 Salt Lake City, UT           | Colorado Springs, CO      | American Airlines Inc.                                  |        133
 Chicago, IL                  | Colorado Springs, CO      | American Airlines Inc.                                  |        150
 Raleigh/Durham, NC           | Denver, CO                | American Airlines Inc.                                  |        142
 Dallas/Fort Worth, TX        | Denver, CO                | American Airlines Inc.                                  |        541
 Phoenix, AZ                  | Denver, CO                | American Airlines Inc.                                  |       5219
 Chicago, IL                  | Denver, CO                | American Airlines Inc.                                  |       9842
 Los Angeles, CA              | Denver, CO                | American Airlines Inc.                                  |       9969
 Chicago, IL                  | Denver, CO                | American Airlines Inc.                                  |      13418
 Dallas/Fort Worth, TX        | Denver, CO                | American Airlines Inc.                                  |        396
 Philadelphia, PA             | Denver, CO                | American Airlines Inc.                                  |       5483
 Dallas/Fort Worth, TX        | Colorado Springs, CO      | American Airlines Inc.                                  |      14678
 Phoenix, AZ                  | Denver, CO                | American Airlines Inc.                                  |       1007
 Miami, FL                    | Denver, CO                | American Airlines Inc.                                  |       7971
 Philadelphia, PA             | Denver, CO                | American Airlines Inc.                                  |       8000
 Orlando, FL                  | Denver, CO                | American Airlines Inc.                                  |        154
 Philadelphia, PA             | Denver, CO                | American Airlines Inc.                                  |         56
 Dallas/Fort Worth, TX        | Denver, CO                | American Airlines Inc.                                  |      43885
 Atlanta, GA                  | Denver, CO                | Ameristar Air Cargo                                     |          0
 Burbank, CA                  | Eagle, CO                 | Avjet Corporation                                       |          4
 Salt Lake City, UT           | Aspen, CO                 | Avjet Corporation                                       |          2
 Chadron, NE                  | Denver, CO                | Boutique Air                                            |        321
 Vernal, UT                   | Denver, CO                | Boutique Air                                            |        356
 Moab, UT                     | Denver, CO                | Boutique Air                                            |        264
 Alliance, NE                 | Denver, CO                | Boutique Air                                            |        348
 McCook, NE                   | Denver, CO                | Boutique Air                                            |        242
 Phoenix, AZ                  | Cortez, CO                | Boutique Air                                            |        121
 Albuquerque, NM              | Alamosa, CO               | Boutique Air                                            |        114
 Phoenix, AZ                  | Cortez, CO                | Boutique Air                                            |         64
 Reno, NV                     | Denver, CO                | CFM Inc d/b/a Contour Airlines                          |         13
 Los Angeles, CA              | Grand Junction, CO        | Compass Airlines                                        |        169
 Atlanta, GA                  | Colorado Springs, CO      | Delta Air Lines Inc.                                    |        160
 Minneapolis, MN              | Denver, CO                | Delta Air Lines Inc.                                    |       3556
 Detroit, MI                  | Denver, CO                | Delta Air Lines Inc.                                    |        154
 Minneapolis, MN              | Denver, CO                | Delta Air Lines Inc.                                    |        106
 Detroit, MI                  | Denver, CO                | Delta Air Lines Inc.                                    |       3222
 Detroit, MI                  | Denver, CO                | Delta Air Lines Inc.                                    |       2613
 Minneapolis, MN              | Denver, CO                | Delta Air Lines Inc.                                    |        160
 New York, NY                 | Denver, CO                | Delta Air Lines Inc.                                    |       1492
 Atlanta, GA                  | Denver, CO                | Delta Air Lines Inc.                                    |         30
 Atlanta, GA                  | Denver, CO                | Delta Air Lines Inc.                                    |        150
 Casper, WY                   | Denver, CO                | Delta Air Lines Inc.                                    |        103
 Detroit, MI                  | Denver, CO                | Delta Air Lines Inc.                                    |        147
 Minneapolis, MN              | Denver, CO                | Delta Air Lines Inc.                                    |        160
 Oklahoma City, OK            | Denver, CO                | Delta Air Lines Inc.                                    |        156
 San Francisco, CA            | Denver, CO                | Delta Air Lines Inc.                                    |         61
 Salt Lake City, UT           | Denver, CO                | Delta Air Lines Inc.                                    |         52
 Salt Lake City, UT           | Denver, CO                | Delta Air Lines Inc.                                    |       5631
 Atlanta, GA                  | Denver, CO                | Delta Air Lines Inc.                                    |      10174
 New York, NY                 | Denver, CO                | Delta Air Lines Inc.                                    |       7342
 Detroit, MI                  | Denver, CO                | Delta Air Lines Inc.                                    |       7061
 New York, NY                 | Denver, CO                | Delta Air Lines Inc.                                    |       6261
 Seattle, WA                  | Denver, CO                | Delta Air Lines Inc.                                    |       4378
 Salt Lake City, UT           | Denver, CO                | Delta Air Lines Inc.                                    |       4557
 New York, NY                 | Denver, CO                | Delta Air Lines Inc.                                    |       4346
 Atlanta, GA                  | Denver, CO                | Delta Air Lines Inc.                                    |       6261
 Salt Lake City, UT           | Denver, CO                | Delta Air Lines Inc.                                    |        287
 Minneapolis, MN              | Denver, CO                | Delta Air Lines Inc.                                    |      22892
 Atlanta, GA                  | Denver, CO                | Delta Air Lines Inc.                                    |      21790
 Salt Lake City, UT           | Denver, CO                | Delta Air Lines Inc.                                    |       5168
 Detroit, MI                  | Denver, CO                | Delta Air Lines Inc.                                    |       4616
 Atlanta, GA                  | Colorado Springs, CO      | Delta Air Lines Inc.                                    |       4272
 Cincinnati, OH               | Denver, CO                | Delta Air Lines Inc.                                    |       2486
 Albuquerque, NM              | Durango, CO               | Empire Airlines Inc.                                    |          0
 Farmington, NM               | Durango, CO               | Empire Airlines Inc.                                    |          0
 Cincinnati, OH               | Denver, CO                | Endeavor Air Inc.                                       |        143
 Chicago, IL                  | Montrose/Delta, CO        | Envoy Air                                               |        211
 Dallas/Fort Worth, TX        | Montrose/Delta, CO        | Envoy Air                                               |         44
 Dallas/Fort Worth, TX        | Grand Junction, CO        | Envoy Air                                               |       5376
 Houston, TX                  | Denver, CO                | ExpressJet Airlines Inc.                                |         47
 Houston, TX                  | Montrose/Delta, CO        | ExpressJet Airlines Inc.                                |       1096
 Houston, TX                  | Colorado Springs, CO      | ExpressJet Airlines Inc.                                |       2193
 Chicago, IL                  | Colorado Springs, CO      | ExpressJet Airlines Inc.                                |        142
 Houston, TX                  | Gunnison, CO              | ExpressJet Airlines Inc.                                |         49
 Memphis, TN                  | Denver, CO                | Federal Express Corporation                             |          0
 Memphis, TN                  | Denver, CO                | Federal Express Corporation                             |          0
 Memphis, TN                  | Colorado Springs, CO      | Federal Express Corporation                             |          0
 Memphis, TN                  | Denver, CO                | Federal Express Corporation                             |          0
 Memphis, TN                  | Denver, CO                | Federal Express Corporation                             |          0
 Indianapolis, IN             | Denver, CO                | Federal Express Corporation                             |          0
 Fresno, CA                   | Grand Junction, CO        | Federal Express Corporation                             |          0
 Memphis, TN                  | Denver, CO                | Federal Express Corporation                             |          0
 Farmington, NM               | Durango, CO               | Federal Express Corporation                             |          0
 Albuquerque, NM              | Durango, CO               | Federal Express Corporation                             |          0
 Oakland, CA                  | Denver, CO                | Federal Express Corporation                             |          0
 Casper, WY                   | Hayden, CO                | Federal Express Corporation                             |          0
 Memphis, TN                  | Grand Junction, CO        | Federal Express Corporation                             |          0
 Memphis, TN                  | Denver, CO                | Federal Express Corporation                             |          0
 Dallas/Fort Worth, TX        | Denver, CO                | Federal Express Corporation                             |          0
 Indianapolis, IN             | Denver, CO                | Federal Express Corporation                             |          0
 Kansas City, MO              | Denver, CO                | Federal Express Corporation                             |          0
 Memphis, TN                  | Grand Junction, CO        | Federal Express Corporation                             |          0
 Oakland, CA                  | Denver, CO                | Federal Express Corporation                             |          0
 Tampa, FL                    | Denver, CO                | Frontier Airlines Inc.                                  |          4
 Santa Ana, CA                | Denver, CO                | Frontier Airlines Inc.                                  |       9464
 Minneapolis, MN              | Denver, CO                | Frontier Airlines Inc.                                  |       7902
 Phoenix, AZ                  | Denver, CO                | Frontier Airlines Inc.                                  |       7396
 Greensboro/High Point, NC    | Denver, CO                | Frontier Airlines Inc.                                  |       1862
 Seattle, WA                  | Denver, CO                | Frontier Airlines Inc.                                  |       1853
 Nashville, TN                | Denver, CO                | Frontier Airlines Inc.                                  |       2967
 Phoenix, AZ                  | Denver, CO                | Frontier Airlines Inc.                                  |       1091
 Bismarck/Mandan, ND          | Denver, CO                | Frontier Airlines Inc.                                  |       3289
 Chicago, IL                  | Denver, CO                | Frontier Airlines Inc.                                  |       9732
 Bozeman, MT                  | Denver, CO                | Frontier Airlines Inc.                                  |       1648
 Cincinnati, OH               | Denver, CO                | Frontier Airlines Inc.                                  |       9470
 Houston, TX                  | Denver, CO                | Frontier Airlines Inc.                                  |      12625
 Los Angeles, CA              | Denver, CO                | Frontier Airlines Inc.                                  |       9957
 Cincinnati, OH               | Denver, CO                | Frontier Airlines Inc.                                  |        134
 Detroit, MI                  | Denver, CO                | Frontier Airlines Inc.                                  |        142
 Washington, DC               | Denver, CO                | Frontier Airlines Inc.                                  |        132
 Houston, TX                  | Denver, CO                | Frontier Airlines Inc.                                  |        171
 Indianapolis, IN             | Denver, CO                | Frontier Airlines Inc.                                  |        150
 Orlando, FL                  | Denver, CO                | Frontier Airlines Inc.                                  |        169
 Missoula, MT                 | Denver, CO                | Frontier Airlines Inc.                                  |        102
 Chicago, IL                  | Denver, CO                | Frontier Airlines Inc.                                  |        180
 Phoenix, AZ                  | Denver, CO                | Frontier Airlines Inc.                                  |        142
 St. Louis, MO                | Denver, CO                | Frontier Airlines Inc.                                  |        152
 Knoxville, TN                | Denver, CO                | Frontier Airlines Inc.                                  |        140
 Madison, WI                  | Denver, CO                | Frontier Airlines Inc.                                  |       2373
 Philadelphia, PA             | Denver, CO                | Frontier Airlines Inc.                                  |       5089
 Portland, OR                 | Denver, CO                | Frontier Airlines Inc.                                  |       6037
 Omaha, NE                    | Denver, CO                | Frontier Airlines Inc.                                  |       4940
 New Orleans, LA              | Denver, CO                | Frontier Airlines Inc.                                  |       5291
 Miami, FL                    | Denver, CO                | Frontier Airlines Inc.                                  |       4934
 Memphis, TN                  | Denver, CO                | Frontier Airlines Inc.                                  |       6482
 Orlando, FL                  | Colorado Springs, CO      | Frontier Airlines Inc.                                  |       4243
 New York, NY                 | Denver, CO                | Frontier Airlines Inc.                                  |       5148
 Las Vegas, NV                | Denver, CO                | Frontier Airlines Inc.                                  |       6328
 Dallas/Fort Worth, TX        | Denver, CO                | Frontier Airlines Inc.                                  |       4219
 Columbus, OH                 | Denver, CO                | Frontier Airlines Inc.                                  |       4684
 Charlotte, NC                | Denver, CO                | Frontier Airlines Inc.                                  |       4265
 Las Vegas, NV                | Colorado Springs, CO      | Frontier Airlines Inc.                                  |       3157
 Salt Lake City, UT           | Denver, CO                | Frontier Airlines Inc.                                  |       3477
 St. Louis, MO                | Denver, CO                | Frontier Airlines Inc.                                  |       3592
 Chicago, IL                  | Colorado Springs, CO      | Frontier Airlines Inc.                                  |       2392
 Des Moines, IA               | Denver, CO                | Frontier Airlines Inc.                                  |       3192
 Las Vegas, NV                | Denver, CO                | Frontier Airlines Inc.                                  |       9769
 Orlando, FL                  | Denver, CO                | Frontier Airlines Inc.                                  |      13187
 Cedar Rapids/Iowa City, IA   | Denver, CO                | Frontier Airlines Inc.                                  |        425
 Indianapolis, IN             | Denver, CO                | Frontier Airlines Inc.                                  |        517
 Minneapolis, MN              | Denver, CO                | Frontier Airlines Inc.                                  |        381
 Cleveland, OH                | Denver, CO                | Frontier Airlines Inc.                                  |       5709
 Austin, TX                   | Denver, CO                | Frontier Airlines Inc.                                  |       6530
 Portland, OR                 | Denver, CO                | Frontier Airlines Inc.                                  |       2433
 Seattle, WA                  | Denver, CO                | Frontier Airlines Inc.                                  |       2934
 Santa Ana, CA                | Denver, CO                | Frontier Airlines Inc.                                  |        567
 San Francisco, CA            | Denver, CO                | Frontier Airlines Inc.                                  |      10251
 Milwaukee, WI                | Denver, CO                | Frontier Airlines Inc.                                  |        577
 Indianapolis, IN             | Denver, CO                | Frontier Airlines Inc.                                  |       4463
 San Diego, CA                | Denver, CO                | Frontier Airlines Inc.                                  |       4210
 Washington, DC               | Denver, CO                | Frontier Airlines Inc.                                  |       4038
 Atlanta, GA                  | Denver, CO                | Frontier Airlines Inc.                                  |       5027
 Las Vegas, NV                | Denver, CO                | Frontier Airlines Inc.                                  |       3674
 San Antonio, TX              | Denver, CO                | Frontier Airlines Inc.                                  |       3981
 Raleigh/Durham, NC           | Denver, CO                | Frontier Airlines Inc.                                  |       3890
 Portland, OR                 | Denver, CO                | Frontier Airlines Inc.                                  |       4765
 San Francisco, CA            | Colorado Springs, CO      | Frontier Airlines Inc.                                  |        905
 Detroit, MI                  | Denver, CO                | Frontier Airlines Inc.                                  |       5791
 Kansas City, MO              | Denver, CO                | Frontier Airlines Inc.                                  |       5574
 Los Angeles, CA              | Colorado Springs, CO      | Frontier Airlines Inc.                                  |       1401
 Milwaukee, WI                | Denver, CO                | Frontier Airlines Inc.                                  |       4263
 Cedar Rapids/Iowa City, IA   | Denver, CO                | Frontier Airlines Inc.                                  |       2259
 Salt Lake City, UT           | Denver, CO                | Frontier Airlines Inc.                                  |       5338
 San Diego, CA                | Denver, CO                | Frontier Airlines Inc.                                  |       5327
 Atlanta, GA                  | Denver, CO                | Frontier Airlines Inc.                                  |       4458
 Nashville, TN                | Denver, CO                | Frontier Airlines Inc.                                  |       2812
 Missoula, MT                 | Denver, CO                | Frontier Airlines Inc.                                  |       1813
 Tampa, FL                    | Denver, CO                | Frontier Airlines Inc.                                  |       4031
 St. Louis, MO                | Denver, CO                | Frontier Airlines Inc.                                  |       6556
 Salt Lake City, UT           | Denver, CO                | Frontier Airlines Inc.                                  |       6107
 Des Moines, IA               | Denver, CO                | Frontier Airlines Inc.                                  |       1436
 Washington, DC               | Denver, CO                | Frontier Airlines Inc.                                  |       1287
 Madison, WI                  | Denver, CO                | Frontier Airlines Inc.                                  |        242
 Raleigh/Durham, NC           | Denver, CO                | Frontier Airlines Inc.                                  |        289
 San Antonio, TX              | Denver, CO                | Frontier Airlines Inc.                                  |        299
 Knoxville, TN                | Denver, CO                | Frontier Airlines Inc.                                  |       2302
 Sioux Falls, SD              | Denver, CO                | Frontier Airlines Inc.                                  |       3458
 Washington, DC               | Denver, CO                | Frontier Airlines Inc.                                  |      13523
 Seattle, WA                  | Denver, CO                | Frontier Airlines Inc.                                  |       6262
 San Diego, CA                | Denver, CO                | Frontier Airlines Inc.                                  |       6308
 Pittsburgh, PA               | Denver, CO                | Frontier Airlines Inc.                                  |       4543
 Phoenix, AZ                  | Colorado Springs, CO      | Frontier Airlines Inc.                                  |       4175
 Philadelphia, PA             | Denver, CO                | Frontier Airlines Inc.                                  |       4107
 Springfield, MO              | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       1171
 Wichita, KS                  | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       1157
 Casper, WY                   | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       3257
 St. Louis, MO                | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       3905
 Chicago, IL                  | Montrose/Delta, CO        | GoJet Airlines LLC d/b/a United Express                 |        332
 Memphis, TN                  | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       1693
 Bozeman, MT                  | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        177
 Moline, IL                   | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        166
 Louisville, KY               | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        199
 Rapid City, SD               | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       2012
 Omaha, NE                    | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       1681
 Des Moines, IA               | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        122
 San Antonio, TX              | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        761
 Kansas City, MO              | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       3687
 Dayton, OH                   | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       2229
 Minneapolis, MN              | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        390
 Cincinnati, OH               | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       1602
 Austin, TX                   | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       1961
 Jackson, WY                  | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       2522
 Tulsa, OK                    | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       1059
 Missoula, MT                 | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       1643
 Albuquerque, NM              | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        210
 Dallas/Fort Worth, TX        | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        274
 Grand Rapids, MI             | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |         55
 Indianapolis, IN             | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        328
 Oklahoma City, OK            | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       1519
 Atlanta, GA                  | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |       1231
 Knoxville, TN                | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        450
 Cheyenne, WY                 | Denver, CO                | Great Lakes Airlines                                    |         14
 Salina, KS                   | Denver, CO                | Great Lakes Airlines                                    |        758
 Salina, KS                   | Denver, CO                | Great Lakes Airlines                                    |         94
 Farmington, NM               | Denver, CO                | Great Lakes Airlines                                    |        381
 Riverton/Lander, WY          | Denver, CO                | Great Lakes Airlines                                    |        351
 Seattle, WA                  | Colorado Springs, CO      | Horizon Air                                             |       1024
 Columbus, OH                 | Denver, CO                | Jet Aviation Flight Services, Inc.                      |          0
 Sugar Land, TX               | Aspen, CO                 | Jet Aviation Flight Services, Inc.                      |          6
 Austin, TX                   | Denver, CO                | Jet Aviation Flight Services, Inc.                      |          1
 Boston, MA                   | Denver, CO                | JetBlue Airways                                         |       7738
 Long Beach, CA               | Denver, CO                | JetBlue Airways                                         |        146
 New York, NY                 | Denver, CO                | JetBlue Airways                                         |       5414
 New York, NY                 | Denver, CO                | JetBlue Airways                                         |       1770
 Chicago, IL                  | Denver, CO                | Kalitta Charters II                                     |          0
 Dallas/Fort Worth, TX        | Montrose/Delta, CO        | Mesa Airlines Inc.                                      |       1885
 Phoenix, AZ                  | Montrose/Delta, CO        | Mesa Airlines Inc.                                      |       1213
 Dallas/Fort Worth, TX        | Durango, CO               | Mesa Airlines Inc.                                      |       5630
 Oakland, CA                  | Colorado Springs, CO      | Miami Air International                                 |         27
 Hartford, CT                 | Denver, CO                | Miami Air International                                 |          0
 Scottsbluff, NE              | Denver, CO                | Peninsula Airways Inc.                                  |        329
 North Platte, NE             | Denver, CO                | Peninsula Airways Inc.                                  |        422
 Kearney, NE                  | Denver, CO                | Peninsula Airways Inc.                                  |        600
 Liberal, KS                  | Denver, CO                | Peninsula Airways Inc.                                  |        153
 Dodge City, KS               | Denver, CO                | Peninsula Airways Inc.                                  |        116
 Liberal, KS                  | Denver, CO                | Peninsula Airways Inc.                                  |          5
 Des Moines, IA               | Denver, CO                | Republic Airlines                                       |        196
 Dallas/Fort Worth, TX        | Denver, CO                | Republic Airlines                                       |        198
 Cleveland, OH                | Denver, CO                | Republic Airlines                                       |        200
 Birmingham, AL               | Denver, CO                | Republic Airlines                                       |        144
 Albuquerque, NM              | Denver, CO                | Republic Airlines                                       |        203
 Tulsa, OK                    | Denver, CO                | Republic Airlines                                       |       1365
 Houston, TX                  | Colorado Springs, CO      | Republic Airlines                                       |        670
 Oklahoma City, OK            | Denver, CO                | Republic Airlines                                       |        137
 Columbus, OH                 | Denver, CO                | Republic Airlines                                       |        104
 Indianapolis, IN             | Denver, CO                | Republic Airlines                                       |       2209
 St. Louis, MO                | Denver, CO                | Republic Airlines                                       |        331
 Memphis, TN                  | Denver, CO                | Republic Airlines                                       |        985
 Nashville, TN                | Denver, CO                | Republic Airlines                                       |        525
 Louisville, KY               | Denver, CO                | Republic Airlines                                       |       1547
 Austin, TX                   | Denver, CO                | Republic Airlines                                       |       1627
 Midland/Odessa, TX           | Denver, CO                | Republic Airlines                                       |       1269
 Columbus, OH                 | Denver, CO                | Republic Airlines                                       |       1450
 Tulsa, OK                    | Denver, CO                | Republic Airlines                                       |         52
 Louisville, KY               | Denver, CO                | Republic Airlines                                       |         67
 Wichita, KS                  | Denver, CO                | Republic Airlines                                       |         52
 Atlanta, GA                  | Denver, CO                | Republic Airlines                                       |         61
 Des Moines, IA               | Denver, CO                | Republic Airlines                                       |        932
 Atlanta, GA                  | Denver, CO                | Republic Airlines                                       |        398
 Kansas City, MO              | Denver, CO                | Republic Airlines                                       |       1144
 Birmingham, AL               | Denver, CO                | Republic Airlines                                       |       1757
 El Paso, TX                  | Denver, CO                | Republic Airlines                                       |        242
 Salt Lake City, UT           | Denver, CO                | Republic Airlines                                       |        208
 Salt Lake City, UT           | Denver, CO                | Republic Airlines                                       |       4391
 Albuquerque, NM              | Denver, CO                | Republic Airlines                                       |       1220
 Fayetteville, AR             | Denver, CO                | Republic Airlines                                       |        130
 San Antonio, TX              | Denver, CO                | Republic Airlines                                       |        192
 Omaha, NE                    | Denver, CO                | Republic Airlines                                       |        206
 New Orleans, LA              | Denver, CO                | Republic Airlines                                       |        197
 Minneapolis, MN              | Denver, CO                | Republic Airlines                                       |        198
 Memphis, TN                  | Denver, CO                | Republic Airlines                                       |        200
 Salt Lake City, UT           | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |       2470
 Cody, WY                     | Denver, CO                | SkyWest Airlines Inc.                                   |         35
 Casper, WY                   | Denver, CO                | SkyWest Airlines Inc.                                   |         48
 Washington, DC               | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |          0
 Dallas/Fort Worth, TX        | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |          0
 Houston, TX                  | Denver, CO                | SkyWest Airlines Inc.                                   |          0
 Jackson, WY                  | Denver, CO                | SkyWest Airlines Inc.                                   |         34
 Laramie, WY                  | Denver, CO                | SkyWest Airlines Inc.                                   |         53
 Los Angeles, CA              | Denver, CO                | SkyWest Airlines Inc.                                   |          0
 Little Rock, AR              | Denver, CO                | SkyWest Airlines Inc.                                   |         62
 Medford, OR                  | Denver, CO                | SkyWest Airlines Inc.                                   |         16
 Missoula, MT                 | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |          0
 Chicago, IL                  | Denver, CO                | SkyWest Airlines Inc.                                   |          0
 Portland, OR                 | Denver, CO                | SkyWest Airlines Inc.                                   |         76
 Pasco/Kennewick/Richland, WA | Grand Junction, CO        | SkyWest Airlines Inc.                                   |         41
 San Diego, CA                | Denver, CO                | SkyWest Airlines Inc.                                   |         69
 San Antonio, TX              | Denver, CO                | SkyWest Airlines Inc.                                   |         65
 St. George, UT               | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |         45
 Sacramento, CA               | Denver, CO                | SkyWest Airlines Inc.                                   |         68
 Santa Ana, CA                | Denver, CO                | SkyWest Airlines Inc.                                   |         67
 Fresno, CA                   | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |          0
 Great Falls, MT              | Denver, CO                | SkyWest Airlines Inc.                                   |         65
 Chicago, IL                  | Grand Junction, CO        | SkyWest Airlines Inc.                                   |         96
 San Diego, CA                | Denver, CO                | SkyWest Airlines Inc.                                   |        145
 Fayetteville, AR             | Denver, CO                | SkyWest Airlines Inc.                                   |        108
 Albuquerque, NM              | Denver, CO                | SkyWest Airlines Inc.                                   |        166
 Amarillo, TX                 | Denver, CO                | SkyWest Airlines Inc.                                   |        143
 Bozeman, MT                  | Denver, CO                | SkyWest Airlines Inc.                                   |        136
 Des Moines, IA               | Denver, CO                | SkyWest Airlines Inc.                                   |        147
 Los Angeles, CA              | Grand Junction, CO        | SkyWest Airlines Inc.                                   |         89
